artist,title,album,date,lyrics
RVIVR,LMD,The Beauty Between,02/25/2013,"YOU WAKE UP IN THE RAIN
SOAKED WITH A FEELING YOU CAN'T QUITE EXPLAIN
YOU WANNA TAKE PISS IN HOLY WATER
BECAUSE THE PIGS AND THE PRIESTS AND ""THE RUDES AND THE CHEAPS""
THEY CAUGHT YOU IN THEIR WAR
NO!
YOU WAKE UP IN THE STORM
TIRED OF SCREAMING SINCE THE DAY YOU WERE BORN
BUT THE SKY AIN'T PISSING HOLY WATER
IT MAKES YOU WET AND IT MAKES YOU DEAD THERE'S NO ONE COMING FOR YA
NO!
NO!
(YA GOTTA LET IT GO CUZ YA CAN'T GO HOME)
THEY GOT YER NAME BOI
LIFE MOTTLE DECOI
DON'T SOUND NOTHIN LIKE THE ONE INSIDE YOU
YOU GOT A FIERCE LIGHT
SO LET IT SHINE BRIGHT
LOOK EM IN THE EYE AND LET THOSE HIGH BEAMS GUIDE YOU
LET IT SHINE
LET IT SHINE
MAKE A SIGN IN THE NIGHT
LET IT SHINE"
RVIVR,Ocean Song,The Beauty Between,02/25/2013,"EXPLODE OUT OF THE OCEAN
TO GET SOME FUCKING AIR
CAN'T SEE IT BUT I NEED IT AND I KNOW ITS THERE
FOLDED INTO THE FIRE
FOR JUST TRYING TO BE
AND NOW I DON'T FEEL LIKE  THERE'S ANYTHING LEFT INSIDE OF ME
LIKE I LOST MY NAME IT GOT BURNED AWAY
LEFT ME EMPTY
EXPLODE OUT OF THE LIGHT BULB
FLOAT AROUND AN EMPTY HOUSE
OH!
HOT SHEETS WET CHEEKS
BABY, LIFE'S BAD DREAM!
FEELS LIKE THERE'S SOMETHING DEAD INSIDE OF ME
ITS A CONSTANT FIGHT TO KEEP EVERY LIGHT BURNING
AND NOW I DON'T FEEL LIKE THERE'S ANYTHING LEFT"
RVIVR,Old Dogs,The Beauty Between,02/25/2013,"CLOUDY SKIES AND LITTLE LIES LIKE A BOOT UP ON MY CHEST
PUT MY BONES TO BED BUT I DON'T REST
SO I GO DOWNTOWN AND STAND AROUND AND WAIT FOR SOMETHING COOL
""I JUST WANNA HAVE SOMETHING TO DO""
AND IT GOES ON AND ON
OLD DOGS WILL BITE
RIP OUT YOUR INSIDES
NEVERMIND THE PAIN
IT'S A BLOOD EXCHANGE
WHEN THE FUTURE'S COMIN CRAZY AND IT SHOWS
GETTING SHAMED AND FEELIN TAMED
THEN YOU CARRY IT AROUND
PLAY THEIR GAME WHILE THEY WAIT TO TEAR YOU DOWN
SO I GO DOWNTOWN AND KEEP RUNNIN AROUND
YOU KNOW I CAN'T ABIDE A LIE
JUST WALK ON BY AVERT OUR EYES
AND WE ACT LIKE NOTHINGS WRONG
""LIVE LIKE THIS YOU'RE BOUND TO GET BIT...""
LIVE LIKE THIS!?!
NO NO YOU CAN'T QUIT
TERRIFIED YOU'RE GONNA LOSE IT
YOU JUST KEEP DANCING TO THE MUSIC
YEA
OLD DOGZ WILL DIE
NO GOOD GOODBYE
HOLD ONTO THE PAIN
ITS A BLOOD EXCHANGE
WHEN THE FUTURE'S COMING CRAZY AND IT KNOWS
SECRET SONGS AND LITTLE DOGS
THE ONES THAT I LET GO
THEIR NOT COMING BACK I KNOW I KNOW"
RVIVR,Paper Thin,The Beauty Between,02/25/2013,"RIP OUT YOUR HEART
SHOW YOU THE SKIN
PERFECT PULSING PAPER THIN
PULL OUT YOUR EYES
HOW THE LIGHT DOES SHINE
INSIDE THOSE GAPING HOLES: YOUR BRILLIANT MIND
""THERE'S NO TIME
WE'LL NEVER BE FINE
THIS WORLD'S JUST A DISASTER IN DISGUISE...""
YOU DON'T KNOW
AND WE'RE SCARED OF THE UNKNOWN
WELL I KNOW YOU KNOW MORE THAN YOU THINK YOU KNOW
CUZ YOU'RE HOLLOW BONES
CAN'T LEAVE THE SKY ALONE
YOUR FEATHERS FALLING FOR THE GROUND BELOW
I'LL SEE YOU SOMETIMES
WE'LL FALL IN SIDE BY SIDE
ITS DAYTIME AND THE SUN SHINES IN YOUR EYES
WE'VE GOT TIME
THERE'S PLENTY OF TIME
WE'LL EAT THE WHOLE WORLD WITH OUR EYES
YOU DON'T KNOW
I KNOW YOU KNOW
YOU DON'T THINK SO
WELL I THINK SO
YEA WE'LL ALL DIE
EVERYTHING GOOD DIES
JUST NOW FEEL THAT BLOODY WARMTH
MAKES YOU ALIVE"
RVIVR,Party Queen,The Beauty Between,02/25/2013,"ALL THE THOUGHTS YOU SEND INTO THE WORLD THEY DON'T GO UNHEARD / THEY GET CAUGHT IN THE WEBS / AND STUCK UP IN THE EARTH / YOU CAN'T CHANGE EVERYTHING / SO YOU RESIGN TO SING / AND YOU SING / ALL THE THOUGHTS YOU SEND INTO THE ROOM DON'T ALWAYS GO UNHEARD / WE ARE POWERFUL THINGS / WITH ONLY UGLY WORDS / THE OLD GODS SING TO ME / ""WITH POWER COMES RESPONSIBILITY"" / AND I STILL CRY EASILY OVER THOSE LITTLE THINGS / AND THE PAIN BEARS DOWN TO THE CENTER OF ME / AND THE PAIN BEARS DOWN RIGHT TO MY SEAM / ALL THE THOUGHTS YOU SEND INTO THE SKY / YEA / THEY SPIN YOUR HEAD / YOU'RE RIDING THE EDGE OF LIVING AND THE DEAD / HANGING IN THE IN BETWEEN / WE'RE LIVING DANGEROUSLY / LIKE SOMETHING THAT YOU NEVER SEEN / OH! A FUCKING BEAUTY QUEEN! / THE PAIN BEARS DOWN TO THE CENTER OF ME / THE PAIN BEARS DOWN RIGHT TO MY SEAM / THE RAIN KEEPS POURING DOWN OVER ALL OUR DREAMS / THE BEAUTY IN BETWEEN / THE BEAUTY IN BETWEEN"
RVIVR,Rainspell,The Beauty Between,02/25/2013,"DON'T FUCKING SAY TO BE PATIENT
THIS HEART IS HURT AND IT'S PROFOUND
LETTING THESE PALMS
BLISTER AND BURN
TIMES A ROPE
AS WE LOWER THIS HOUSE INTO THE GROUND
WE'LL STILL BURY GRAE BY MAMA KITTY
WE'LL JUST USE THE DIRT INSIDE OUR HEADS
HOW CAN WE LEARN
TO COUNT ON ANYTHING
WHEN EVERYTHING WE WANT IN LIFE IS BOUND TO END?!
LET OUR HEARTS HOLD TO THE GOOD PARTS
AND OUR WOUNDS SCAR IN GOOD LOOKING WAYS
WE WANNA LOVE
WHAT WE HAD WHILE WE HAD IT
AND NOT CARRY A SCORCHED MEMORY
FOR THE REST OF OUR DAYS
I CAN SMELL HER CARCASS ROTTING
FROM ONE THOUSAND MILES AWAY
BUT WE ALL KNOW
HOW A SOUL GETS ENTANGLED
LIKE IN THE BONES AND IN THE BODIES OF ALL THE PUNX AT VVK
DON'T FUCKING SAY TO BE PATIENT
THIS HEART IS HURT AND IT'S PROFOUND
LETTING THESE PALMS
BLISTER AND BURN
TIMES A ROPE
AS WE LOWER THIS HOUSE INTO THE GROUND
TIMES A ROPE
AS WE LOWER THIS HOUSE INTO THE GROUND"
RVIVR,Spider Song,The Beauty Between,02/25/2013,"TWISTING AND GRASPING AND I CANNOT FIND HER
FIRST IT WAS HER BODY LAST NIGHT WAS HER WEB
GLISTENING GOSSAMER STRETCHED FROM MY PILLOW WHERE I'D LAID MY HEAD
NOW I STRETCH MY MIND TRYING TO FIND WHAT SHE SAID
I WAKE AND IT'S ALL FADED AWAY
AND IN THE DAYTIME I'M LEFT
TO FIGURE IT OUT ON MY OWN
SOMEONE TRIED TO TEACH ME TO NEVER SAY NEVER
IT'S SO FUNNY I NEVER SAW THAT ONE AGAIN
I'M SURE THEY'RE STILL SOMEWHERE DEEP DOWN IN THE DIRT IN THE BACK OF MY HEAD
THEY JUST NEVER CALL ME IT'S NOT LIKE THEY'RE DEAD
YOU CAN LOVE SOMEONE AND JUST NOT STAY FRIENDS
WAKE ONE DAY TO FIND THEY'VE FADED AWAY
AND IN THE DAYTIME I KNOW I'VE
FADED PLENTY ON MY OWN
AND YOU USED TO TELL ME THAT YOU'D LIVE FOREVER
IT'S OK THAT'S NOT WHAT YOU TELL ME ANYMORE
I USED TO IMAGINE THAT YOU'D DISAPPEAR WHILE I BECAME A CRONE
EITHER WAY I'D LOSE TRACK OF YOUR FLESH AND YOUR BONE
I'D TRY NOT TO BE SCARED AS I WALKED ON ALONE
WAKE ONE DAY TO FIND YOU'VE FADED AWAY
AND IN THE DAYTIME I KNOW I'VE LEARNED HOW TO WALK ON MY OWN
I WAKE AND IT'S ALL FADED AWAY
AND IN THE DAYTIME I KNOW I'VE WOVEN A WEB OF MY OWN"
RVIVR,The Hunger Suite I. Go Away,The Beauty Between,02/25/2013,I'VE GOT A DISEASE / THE KIND THAT YOU CAN'T SEE / BUT I'M JUST THE SAME AS ANYBODY / AFRAID THEY'LL COME IN THE NIGHT / SO LOCK EVERY DOOR / DON'T CARE WHAT THEY TAKE / BUT I CAN'T TAKE NO MORE / HUNGER FOR ANYONE / WE WANT TO BE WELL / I'M NOT GONNA GIVE TODAY THE DAY / CUZ THE PAIN IS NEVER GONNA GO AWAY / IT'S JUST SOMETHING THAT I CAN'T EXPLAIN / THE PAIN IS NEVER GONNA GO AWAY / I GET WOUND UP TIGHT / LIKE THE SNAP ON A SNARE / CUZ I CAN SEE THE HATE AND FEEL EVERY STARE / I GET SO LOW / SOLO / I CAN'T LEAVE THESE BONES / WHOA OH I DON'T THINK SO! / ANGER IN EVERYONE / WE WANT TO BE WELL / THE PAIN IS NEVER GONNA GO AWAY / MY NAME IS NEVER GONNA GO AWAY / THE PAIN IS NEVER GONNA GO AWAY
RVIVR,The Hunger Suite II. Bleed Out,The Beauty Between,02/25/2013,"BLOOD ALL OVER ME
ANGRY HISTORY
FURIOUS MOMENT IN TIME
WELL I'D PICK HYSTERIA EVERY DAY
OVER KNEELING AND CLOSING MY EYES
SO NAIL YOURSELF TO YOUR OWN SINS
AND STAY THE FUCK AWAY FROM MINE
WE'VE ALL GOT SOME BLOOD ON OUR HANDS AND AN ANGER INSIDE
GUILT ALL OVER ME
GOT SHAME ALL OVER YOU
PUSH IT AROUND LIKE IT'S TRUTH
DO YOU BELIEVE WHAT YOU SAY WHEN IT GETS IN YOUR WAY?
TALK BIG LIKE WE KNOW WHAT TO DO
SO NAIL YOURSELF TO YOUR OWN SINS
AND IF YOU BLEED OUT THAT'S JUST FINE
WE'VE ALL GOT SOME BLOOD ON OUR HANDS AND A HUNGER INSIDE
MAGIC'S NOT GONE FROM THE WORLD IT'S JUST HARDER TO FIND"
RVIVR,The Hunger Suite III. Hunger,The Beauty Between,02/25/2013,"HUNGER FOR ANYONE OR ANYTHING
WE WANT TO BE WELL
WE WANT TO BE WELL
ANGER IN EVERYONE AND EVERYTHING
WE WANT TO BE BAD
HOLD DEATH BY THE HAND
POISON IN EVERYONE IN EVERYTHING
WE WANT TO BE WELL
WE WANT TO BE WELL"
RVIVR,The Seam,The Beauty Between,02/25/2013,"WHEN THE PAIN BEARS DOWN RIGHT TO THE SEAM
WHEN YOU SINK DEEP DOWN TO TRY TO BREATHE
WHEN THE PRESSURE ON EACH OTHER PULLS MORE THAN GRAVITY
WE DON'T NEED WORDS TO SING"
RVIVR,Wrong Way/One Way,The Beauty Between,02/25/2013,"DON'T WANNA END UP LIKE A MARTYR
STUCK THINKING THAT I GOT IT HARDER
RIP OUT THE RUSTY NAILS
WE COULD USE A HAND
BUT SOMEONE'S ALWAYS TRYING TO TELL ME WHO I AM
WHO TO LOVE AND HOW TO FUCK AND THAT IT'S TIME TO PAY THE RENT
KICK DOWN THE DOOR AND COME OUTSIDE
I TOUCH THE GROUND
SEND MY ROOTS DEEP DOWN
TRY TO STICK AROUND
BRAINS ON THE GROUND NOW I'M BURNING RUBBER
SIREN SOUNDS I'M IN TROUBLE TROUBLE TROUBLE
LEARNED MY NAME NOW I'M A CRIMINAL
I'M TRYING TO STAND IN MY POWER
I'M TRYING TO STAND IN MY POWER!
OUR VOICES GETTING LOUDER
OKAY
I TOUCH THE GROUND
SEND MY ROOTS DEEP DOWN
WHEN IT GETS TOO LOUD
IT'S LIKE A WRONG WAY ON A ONE WAY STREET
PROMISE TO MYSELF THAT I JUST DON'T KEEP
YOU CAN HATE ME NOW
BUT I'LL STICK AROUND
DON'T FIT (FULL OF SHIT) STRUGGLE WITH IDENTITY
TRY TO FIND ME!
WHEN IT FEELS LIKE YOU'VE BEEN TAMED
AND YOUR DRAGGING AROUND YOUR CHAINS
START SCREAMING YOUR TRUE NAME

IT'S LIKE A WRONG WAY ON A ONE WAY STREET
PROMISE TO MYSELF THAT I JUST DON'T KEEP
YOU CAN HATE ME NOW
BUT I'LL STICK AROUND
DON'T FIT (FULL OF SHIT) STRUGGLE WITH IDENTITY
DON'T FIT FULL OF SHIT I'M JUST TRYING TO BE"
Paramore,Still into You,Paramore,03/14/2013,"Can't count the years on one hand
That we've been together
I need the other one to hold you
Make you feel, make you feel better
It's not a walk in the park
To love each other
But when our fingers interlock
Can't deny, can't deny you're worth it

Cause after all this time, I'm still into you

I should be over all the butterflies
But I'm into you (I'm into you)
And baby even on our worst nights
I'm into you (I'm into you)
Let 'em wonder how we got this far
Cause I don't really need to wonder at all
Yeah after all this time I'm still into you

Recount the night that I first met your mother
And on the drive back to my house
I told you that, I told you that I loved ya
You felt the weight of the world
Fall off your shoulder
And to your favorite song
We sang along to the start of forever

And after all this time, I'm still into you

I should be over all the butterflies
But I'm into you (I'm into you)
And baby even on our worst nights
I'm into you (I'm into you)
Let 'em wonder how we got this far
Cause I don't really need to wonder at all
Yeah after all this time I'm still into you

Some things just, some things just make sense
And one of those is you and I
Some things just, some things just make sense
And even after all this time
I'm into you
Baby not a day goes by
That I'm not into you

I should be over all the butterflies
But I'm into you (I'm into you)
And baby even on our worst nights
I'm into you (I'm into you)
Let 'em wonder how we got this far
Cause I don't really need to wonder at all
Yeah after all this time I'm still into you

I'm still into you
I'm still into you"
